province,name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,animates
Hòa Bình,Mai Chau Onsen Retreat,http://www.maichauonsenretreat.com/,Không có mô tả,2880727,"Cảng Hàng Không Thọ Xuân (THD), Nhà Hàng Diễn Lai",Khách sạn 3 sao,https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/d84e6750_z.jpg,2.5,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Spa, Bar, Restaurant, Full-service laundry, Child-friendly"
Hưng Yên,"Charming 2-bedroom apartment with AC, WiFi in pleasant Hung Yen",https://www.expedia.com/Hotel.h112902194.Hotel-Information?mdpcid=META.HPA.WEB-ORGANIC.VR,Không có mô tả,1005382,Cảng hàng không Quốc tế Nội Bài,Không có hạng sao,#VALUE!,3,"Điều hòa nhiệt độ, Không hút thuốc, Máy giặt, Wi-Fi miễn phí"
Hưng Yên,Tranquil Retreat Lux Villa in HungYen Countryside,https://www.booking.com/hotel/vn/tranquil-retreat-lux-villa-in-hungyen-countryside.en.html?aid=2068758;label=seogooglelocal-link-imagesaow-hotel-10738109_grp-1_gendate-20240917;utm_source=seogooglelocal;utm_medium=description;utm_term=hotel-10738109;utm_campaign=en,Không có mô tả,595000,Cảng hàng không Quốc tế Nội Bài,Không có hạng sao,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGApDdnwm130KLSLNmmlE0N7JOeR2qdEOMqtYTg0NNPOoqCXs1n6oqzpIrN6u1IcxbWsgNi-eLKf4T-0GnJIc1HUTu-C7jgdWUeupTbdhMw==.jpg,2.4,"Điều hòa nhiệt độ, Bếp, Lò nướng, Không hút thuốc, Máy giặt"
Hưng Yên,Crown Hotel,Không có link,Không có mô tả,0,"Đền Đậu An, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Minh Tít",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipODgSs0Yj-SU80wIns-TitC2ouV4ryJX96rL8w=s10000,2.7,"Free Wi-Fi, Free parking, Full-service laundry"
Hưng Yên,Khách Sạn Phố Hiến,Không có link,Không có mô tả,0,"Đền Mẫu Hưng Yên, Cảng hàng không Quốc tế Nội Bài, TIỆM XÔI, BÁNH MÌ PHỐ",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPJfAh0Y5vKBa0fLMHmYgTKqBB2AenKq8TEfUZv=s10000,3,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Full-service laundry"
Hưng Yên,LS Hotel,Không có link,Không có mô tả,692550,"Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Chim To Dần Quang Trường",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOG4LDxfrV-b-Y7WJFeDgLBw8FaibNbrJfHuXxG=s10000,3.2,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Kitchen in some rooms, Full-service laundry, Child-friendly"
Hưng Yên,Hoa Đông Hotel Hà Nam,http://hoadonghotel.com/,Không có mô tả,895098,"Đền Trúc | Ngũ Động Thi Sơn, Ga Phủ Lý, Cảng hàng không Quốc tế Nội Bài, Nhà hàng lẩu nướng Nhật Bản YaKi Na",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPfBSGUiWuD3DiwP5e2brlP-4pRypmJd0Dn2qww=s10000,3.2,"Breakfast ($), Free Wi-Fi, Free parking, Hot tub, Air conditioning, Pet-friendly, Fitness centre, Restaurant, Room service, Airport shuttle, Golf, Full-service laundry, Accessible"
Hưng Yên,Hoàng Gia Hotel Royal Hà Nam,Không có link,Không có mô tả,566440,"Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Ánh Dương",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNDmmP7q_Y7XU6zHtODZ2LIYM0mctAsX-YJn3ba=s10000,2.8,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Nhà Nghỉ Liên Hiệp,Không có link,Không có mô tả,0,"Văn Miếu Xích Đằng, Cảng hàng không Quốc tế Nội Bài, NHÀ HÀNG GÀ NHƯ Ý",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOxQYHDKxQHkA1Ih_0XF4ZU6Tz_RGZcEHe_fxVu=s10000,3.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Nhà Nghỉ Hưng Hà,Không có link,Không có mô tả,764338,"Đền Buộm, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Đức Thắng",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNzq95CHJ8Ilt-8vmd1gcCe855C0BmJfspdlq20=s10000,2.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Nhà nghỉ thái hiệp,Không có link,Không có mô tả,0,"Chùa Chuông, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Quê Hương",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPau52FUXc8zqFdUT8HkRy03jugUgCFTilnZPXR=s10000,2.9,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,PARIS HOTEL,Không có link,Không có mô tả,0,"Văn Miếu Xích Đằng, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Minh Tít",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPtagsp3kSAP8gVMkY-VF0EF8w8fpm5CSj7VE0u=s10000,2.8,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Nhà nghỉ Nhật Minh,Không có link,Không có mô tả,0,"Cảng hàng không Quốc tế Nội Bài, Cửa hàng bán thịt Cá Sấu Kim Oanh",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipO4ZKJ-e7RB1sBuq26wuSBXnB133tTPJnodqjHd=s10000,2.9,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Khách sạn Thái Bình,http://khachsanhungyen.com/,Không có mô tả,0,"Văn Miếu Xích Đằng, Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Vườn Trúc",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipM5C3VBO3cl1vKsNt4VVlYNHBgk8fzrLddD3_bC=s10000,3.1,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Khách sạn Luxury Vương,Không có link,Không có mô tả,0,"Đền Đậu An, Cảng hàng không Quốc tế Nội Bài, Yummy Quán",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipO_O3YVaaR1ZPiLx9sTXjjexZXNqEZ1KDhX0TAN=s10000,2.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Meliá Vinpearl Phu Ly,https://www.melia.com/en/hotels/vietnam/phu-ly/melia-vinpearl-phu-ly?utm_campaign=google&utm_content=6119&utm_medium=organic&utm_source=directories,"Khách sạn cao cấp có 2 quầy bar, nhà hàng, bể bơi, khu spa và phòng ốc thoáng mát. Một số phòng nhìn ra thành phố.",1847084,"Cảng hàng không Quốc tế Nội Bài, Nhà Hàng 1% Healthy - Food & Bakery",Khách sạn 5 sao,https://lh5.googleusercontent.com/p/AF1QipPTZYMiM6bDEB6D26HrFetiT9ZlA2vwrNIGHiNi=s10000,3.4,"Breakfast ($), Free Wi-Fi, Free parking, Indoor pool, Air conditioning, Fitness centre, Spa, Bar, Restaurant, Room service, Full-service laundry, Accessible, Child-friendly"
Hưng Yên,Nhà nghỉ Hoàng Giang,Không có link,Không có mô tả,0,"Cảng hàng không Quốc tế Nội Bài, Nhà Hàng Hải Yến",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOLG7L6oIObzc9xkHfUe0LqD7m5bMwujogAbw0w=s10000,2.8,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Nhà Nghỉ Minh Vượng,Không có link,Không có mô tả,0,"Cảng hàng không Quốc tế Nội Bài, Nhà hàng CHẢ CÁ LÃ VỌNG",Không có hạng sao,#VALUE!,2.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Khách sạn Mường Thanh Luxury Hà Nam,Không có link,"Phòng ốc thư giãn trong khách sạn sang trọng có 2 nhà hàng, spa và bể bơi ngoài trời.",1898808,"Ga Phủ Lý, Cảng hàng không Quốc tế Nội Bài, Nhà hàng BBQ & Hot Pot World Hà Nam",Khách sạn 4 sao,https://lh5.googleusercontent.com/p/AF1QipN-fThKIQXO5691ojz--VynZTEjcKmcdH6AOJUj=s10000,3.6,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness centre, Spa, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Child-friendly"
Hưng Yên,Nhà Nghỉ Sao Mai - Dạ Trạch,Không có link,Không có mô tả,0,"Cảng hàng không Quốc tế Nội Bài, Nhà hàng ẩm thực Đồng quê",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOBchacNl2bkspVDtwZ2QCFuThSYItXgPEiEMi9=s10000,2.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Hưng Yên,Rose Hotel,Không có link,Không có mô tả,0,"Cảng hàng không Quốc tế Nội Bài, Nhà hàng 286",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNq06h8v03bGctuEg9ZS03C8FLxJhdpEvtKrBNu=s10000,2.8,"Free Wi-Fi, Free parking, Air conditioning, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Smoke-free property"
Khánh Hòa,Villa Đảo Hoa Vàng Cam Ranh - Venuestay - Triple Room with Garden View,https://www.bluepillow.com/search?p_id=589de5527c00cb10c8d9461d&dest=bkng&cat=House&accomodationids=627d24a0df4f49af9b340449,Không có mô tả,549626,"Cảng Hàng Không Quốc Tế Cam Ranh, The Lobster Bay Restaurant",Không có hạng sao,https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/345915706.jpg?k=7c54a1ac62e001a3b7734033d551b3e790dcca029daef0a8f41272aabbd9cb7a&o=,3.4,"Điều hòa nhiệt độ, Có đường ra bãi biển, Phù hợp với trẻ em, Giường cũi, Trung tâm thể dục, Không hút thuốc, Có lối đi cho xe lăn, Đỗ xe miễn phí, Wi-Fi miễn phí"
Khánh Hòa,Santorini Villa Cam Ranh Hotel,https://santorinivilla.vn/,Không có mô tả,902500,"Bãi biển Mỹ Ca, Ngã 3 Mỹ Ca, Cảng Hàng Không Quốc Tế Cam Ranh, CƠM GÀ 52",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOc4mLSWuSB1krYQrqpugP37glCDhoUt36dsBgj=s10000,2.7,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible"
Khánh Hòa,Pavillon Boutique Hotel & Apartment Nha Trang,Không có link,Không có mô tả,637084,"Chợ Đêm, Cảng Hàng Không Quốc Tế Cam Ranh, NHÀ HÀNG NGUYÊN PHƯƠNG",Khách sạn 4 sao,https://lh5.googleusercontent.com/p/AF1QipP_ZnMb77stXba_YtGr4ijRYaIaP1nXoLyQ1T2y=s10000,3.7,"Free breakfast, Free Wi-Fi, Pool, Hot tub, Air conditioning, Beach access, Restaurant, Airport shuttle, Full-service laundry"
Khánh Hòa,Mường Thanh Viễn Triều Nha Trang (Oceanus),https://nhatrangaparthotel.com/st_hotel/muong-thanh-vien-trieu-nha-trang-can-ho-cho-thue/,Không có mô tả,1156000,"Bãi Tắm Hòn Chồng, Cảng Hàng Không Quốc Tế Cam Ranh, Anrizon Steakhouse Nha Trang",Khách sạn 2 sao,https://lh5.googleusercontent.com/p/AF1QipN3Xh8eunJL9A55zXCjDWz7ox1gI057Ilce1DkB=s10000,3.8,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Beach access, Restaurant, Airport shuttle, Full-service laundry"
Khánh Hòa,Moonlight Bay Ocean View,Không có link,Không có mô tả,921500,"Chợ Đêm, Ga Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà Hàng Nga",Không có hạng sao,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID9qbLAnAE=s10000,4.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Khánh Hòa,TTC Van Phong Bay Resort,https://book-directonline.com/properties/ttcvanphongbayresortdirect?locale=en&checkInDate=2023-10-02&checkOutDate=2023-10-03&currency=VND&items[0][adults]=1&items[0][children]=0&items[0][infants]=0&trackPage=yes,Không có mô tả,3057331,"Bãi Biển Dốc Lết, Cảng Hàng Không Quốc Tế Cam Ranh, Tính Thu Seafood Restaurant",Khách sạn 5 sao,https://lh5.googleusercontent.com/p/AF1QipMHLjWM44pal1iUOZWMpWKByMQXF4v6NWj1lOlL=s10000,2.4,"Breakfast ($), Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Child-friendly"
Khánh Hòa,Homestay Sunrise Dốc Lết,Không có link,Không có mô tả,622390,"Hòn Khói, Cảng Hàng Không Quốc Tế Cam Ranh, Pizza K&T",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPTsFyjnDeycjKsoOUHOYIh9PPmzQmNlQXbsj_w=s10000,2.4,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Beach access, Restaurant, Full-service laundry"
Khánh Hòa,The Escalade Cam Ranh,http://www.escalade.com.vn/,Không có mô tả,1409074,"Sao Biển, Cảng Hàng Không Quốc Tế Cam Ranh, The Lobster Bay Restaurant",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMalAn7Fk-2u2ZUrXCsu7iXryIiYqOG-Nk-i81I=s10000,3.3,"Breakfast ($), Free Wi-Fi, Free parking, Air conditioning, Beach access, Bar, Restaurant, Airport shuttle, Child-friendly, Smoke-free property"
Khánh Hòa,Oceanus Oasis Retreat Nha Trang,https://www.agoda.com/coral-beach-house-apartment-ocean-view/hotel/nha-trang-vn.html?cid=1555740,Không có mô tả,908178,"Bãi Tắm Hòn Chồng, Cảng Hàng Không Quốc Tế Cam Ranh, Anrizon Steakhouse Nha Trang",Không có hạng sao,https://images.trvl-media.com/lodging/95000000/94060000/94057900/94057875/929c5d2e_z.jpg,3.7,"Free breakfast, Free Wi-Fi, Parking, Outdoor pool, Air conditioning, Fitness centre, Spa, Beach access, Kitchen in rooms, Full-service laundry, Accessible, Child-friendly"
Khánh Hòa,Diamond Bay Condotel Resort,http://diamondbaycondotelresort.vn/,"Khách sạn sang trọng có bể bơi ngoài trời, khu spa, quầy bar, 2 nhà hàng và 2 khu vực bãi biển tư nhân.",1445493,"Bãi biển Nhũ Tiên, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà hàng Là Nhà",Khách sạn 4 sao,https://images.trvl-media.com/lodging/17000000/16710000/16709100/16709072/9f27f12b_z.jpg,2.4,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Spa, Beach access, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Khánh Hòa,Thanh Nhi Homestay,https://www.facebook.com/thanhnhihomestay/?rf=406357866814771,Không có mô tả,810000,"Bãi biển Bình Tiên, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà hàng Hoàng Tú",Không có hạng sao,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICq4qKPtgE=s10000,3.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry"
Khánh Hòa,Khách Sạn DTX Nha Trang,https://dtxhotel.com/,"Khách sạn sang trọng nhìn ra biển, có phòng ở ấm cúng, nhà hàng, 2 quán bar và bể bơi tầng thượng.",889600,"Bãi biển Nha Trang, Ga Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà Hàng The local",Khách sạn 4 sao,https://images.trvl-media.com/lodging/33000000/32580000/32570100/32570014/81a52f1f_z.jpg,4.5,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Fitness centre, Beach access, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Child-friendly"
Khánh Hòa,Panorama Apartment & Hotel,https://nhatranghousing.com/en/panorama-nha-trang-for-rent-nd0.html,Không có mô tả,862500,"Chợ Đêm, Ga Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà hàng Vịnh Xanh",Không có hạng sao,https://images.trvl-media.com/lodging/113000000/112010000/112007600/112007544/40321fe8_z.jpg,4.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Khánh Hòa,BN BOUTIQUE NHA TRANG BEACH,https://www.facebook.com/bncenterhotel?mibextid=LQQJ4d,"KS bình dân có phòng ốc bài trí hợp lý, một số phòng hướng ra vịnh, có nhà hàng, bar & hồ bơi trên tầng thượng.",1132081,"Chợ Đêm, Ga Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà hàng Vịnh Xanh",Khách sạn 4 sao,https://images.trvl-media.com/lodging/18000000/17090000/17083100/17083001/30c97649_z.jpg,4.5,"Free breakfast, Free Wi-Fi, Parking ($), Outdoor pool, Air conditioning, Fitness centre, Restaurant, Airport shuttle, Full-service laundry, Accessible, Child-friendly"
Khánh Hòa,isea by the sea,Không có link,Không có mô tả,1485000,"KDL Ganh Nhay, Cảng Hàng Không Quốc Tế Cam Ranh, Lousiane Brewhouse Vinpearl Harbour Restaurant & Craft Beer",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipOA6KRrRIa_qjYMs2aiJofL5858UTR2Y5YMK064=s10000,1.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Khánh Hòa,Ariyana Smartcondotel Nha Trang,Không có link,Không có mô tả,1900993,"16-18 Nguyễn Chánh Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà Hàng 20 Trần Hưng Đạo",Không có hạng sao,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpaW7jy1w6CdgGRiMQLto5TfT9nnaFreooDGZB4nyqeqvDSRB7In8Vn7JJTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sWYhZZ2bLtSQWP41C4PdruZMqfo8yAGlOIznTD4R8rfKDqwRbxV_L46cgSN_A210aZtZC-Wkf3-HxtZpcMGaA3uWi_buUSFh17vxbquy2Z3VKCEhgLjWqe90hUeZ_RSYzpAtdQlxXbwvvWmZZgGGBtbjOdBI_PxGgTPuUT0vDLd34AoHu_VBs8Ac0ue3P6kQFoxb_TWv8PwxiiDdUowJJAAFvxH3CV2wNikjtqj9s-hz-iK9fC5JTxoJdlMWMrmtPNWaA6eyHkkz61j29kz-_-bfgHm3EiYBio26Mh3fKU0P_rHO-aOEE-rhZAopEa7Hw,4.5,"Điều hòa nhiệt độ, Xe đưa đón ra sân bay, Ban công, Phù hợp với trẻ em, Giường cũi, Thang máy, Trung tâm thể dục, Máy sưởi, Bể bơi trong nhà, Kệ bàn là, Bếp, Lò vi sóng, Bể bơi ngoài trời, Lò nướng, Không hút thuốc, Truyền hình cáp, Máy giặt, Đỗ xe miễn phí, Wi-Fi miễn phí"
Khánh Hòa,SUN CITY HOTEL,http://www.suncitynhatrang.vn/,"Khách sạn bình dân có phòng ở thoải mái, cảnh biển, nhà hàng thoáng mát và bể bơi tầng thượng.",514080,"Chợ Đêm, Ga Nha Trang, Cảng Hàng Không Quốc Tế Cam Ranh, Nhà Hàng Nga",Khách sạn 3 sao,https://images.trvl-media.com/lodging/7000000/6030000/6022000/6021922/d244ba76_z.jpg,4.6,"Free breakfast, Free Wi-Fi, Parking ($), Outdoor pool, Air conditioning, Beach access, Restaurant, Airport shuttle, Full-service laundry, Accessible, Child-friendly"
Khánh Hòa,Hòn Chồng Hotel,https://honchonghotelnhatrang.com/,Không có mô tả,700000,"Bãi Tắm Hòn Chồng, Cảng Hàng Không Quốc Tế Cam Ranh, Anrizon Steakhouse Nha Trang",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPbwqEbF2Nju0zz9uosSUgmkNahV8Rw2hxXJige=s10000,3.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Khánh Hòa,Khách sạn Nắng Vàng (biển hòn chồng),Không có link,Không có mô tả,972040,"Bãi Tắm Hòn Chồng, Cảng Hàng Không Quốc Tế Cam Ranh, Quán Bờ Biển - Hải sản Tươi Sống",Khách sạn 2 sao,https://lh5.googleusercontent.com/p/AF1QipNc5Ed0nFudi_wb2sMraXYLBMFP-Fv7Vux3gYPz=s10000,3.7,"Free Wi-Fi, Parking ($), Air conditioning, Pet-friendly, Beach access, Restaurant, Airport shuttle, Full-service laundry"
Khánh Hòa,West Lake Hotel Villa - Near Cam Ranh Airport,Không có link,Không có mô tả,937673,"Cảng Hàng Không Quốc Tế Cam Ranh, Nhà Hàng Cơm Niêu Vịnh Xanh Cam Ranh",Khách sạn 2 sao,https://lh5.googleusercontent.com/p/AF1QipNLwyjngLSpTqlDN3ggNDS-Y-0qqKW06Avx5ZgJ=s10000,2.7,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Kitchen in some rooms, Airport shuttle, Full-service laundry"
Kiên Giang,"Lotus Home, A Unique Sunrise Chalet",Không có link,Không có mô tả,2023588,"Sân Bay Phú Quốc, Nhà sàn Hoa Biển",Không có hạng sao,https://images.trvl-media.com/lodging/36000000/35160000/35153000/35152935/b41f555c_z.jpg,2.6,Không hút thuốc
Kiên Giang,"Duc Anh Garden Homestay - Bungalow, Garden View",Không có link,Không có mô tả,495253,Sân Bay Phú Quốc,Không có hạng sao,https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/13000000/12740000/12738500/12738454/5e07f214_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter,4.2,"Ban công, Lò nướng ngoài trời, Đỗ xe miễn phí, Wi-Fi miễn phí"
Kiên Giang,Unique Vietnamese Cottage Villa,Không có link,Không có mô tả,1795325,"Sân Bay Phú Quốc, Bếp Nhà Restaurant - Grand World Phú Quốc (sông Venice)",Không có hạng sao,https://images.trvl-media.com/lodging/38000000/37230000/37226000/37225925/d270c350_z.jpg,3.4,"Ban công, Lò sưởi, Không hút thuốc, Máy giặt, Đỗ xe miễn phí, Wi-Fi miễn phí"
Kiên Giang,Resort Montana Phú Quốc,https://www.bluepillow.com/search?p_id=589de3d47c00cb10c8d92ba0&dest=bkng&cat=House&accomodationids=65c9ed00671b07d23c689caa,Không có mô tả,1104381,Không có,Không có hạng sao,https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/506494002.jpg?k=ac87f48aef95b7039d9bfb34ed455a2bd9d14f9dffec01b26a9fe997695ea4e6&o=,3,"Điều hòa nhiệt độ, Xe đưa đón ra sân bay, Ban công, Có đường ra bãi biển, Phù hợp với trẻ em, Giường cũi, Trung tâm thể dục, Bể bơi ngoài trời, Chấp nhận vật nuôi, Không hút thuốc, Truyền hình cáp, Máy giặt, Có lối đi cho xe lăn, Đỗ xe miễn phí, Wi-Fi miễn phí"
Kiên Giang,"Phu Quoc Bungalow Yen Thanh - Deluxe Triple Bungalow, Garden View",https://www.bluepillow.com/search?p_id=589de3d47c00cb10c8d92b9e&dest=eps&cat=Apartment&accomodationids=624725caf5292ec5cb275d0b,Không có mô tả,1498071,"Sân Bay Phú Quốc, Tuan Phat restaurant",Không có hạng sao,https://metasearch-cdn.azureedge.net/remote/i.travelapi.com/lodging/36000000/35650000/35640400/35640331/3f8f6e6c_z.jpg?w=1024&h=750&mode=crop&scale=both&anchor=middlecenter,3,"Lò nướng, Đỗ xe miễn phí, Wi-Fi miễn phí"
Kiên Giang,MIEN TRUNG Beach House,Không có link,Không có mô tả,822780,"Dinh Cậu, Sân Bay Phú Quốc, HẢI SẢN DƯƠNG ĐÔNG - QUÁN Di VIEW BIỂN CẦU CẢNG",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipO34wiehd-m40nkJa4Ck2bTpC5oOfxL248sWV3b=s10000,3.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Kiên Giang,Suối Mây Garden Resort & Spa Phú Quốc,https://suoimaygardenresort.com/,Không có mô tả,765000,"Suoi Tranh Waterfall, Sân Bay Phú Quốc, BENZ’S EATERY - LOCAL RESTAURANT",Khách sạn 3 sao,https://lh5.googleusercontent.com/p/AF1QipPiHACGqqCQkNwH-nr3OoIwu9QtRhdbzcPr6B3t=s10000,3,"Free breakfast, Free Wi-Fi, Parking, Outdoor pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
Kiên Giang,COCO BAY HÒN SƠN,https://cocobayhonson.com/,Không có mô tả,1275707,"Danh sách bãi biển ở Việt Nam, Sân Bay Phú Quốc, Lại sơn",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipPNYyc2ow742lCMzKz1E_cxH1JL1a9CSKC1PlFV=s10000,2.1,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Business centre, Smoke-free property"
Kiên Giang,Freedom Beach Resort,https://www.freedomresortpq.com/,Không có mô tả,855601,"Làng chài Hàm Ninh, Sân Bay Phú Quốc, Nhà sàn Hoa Biển",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNaCDaMKbwqBJYs-Vj9S0SjvO5iZO1kfKe75vVx=s10000,2.6,"Breakfast ($), Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Beach access, Bar, Restaurant, Room service, Full-service laundry, Business centre, Child-friendly"
Kiên Giang,CHILL HOUSE by the beach,https://chillhousephuquoc.com/,Không có mô tả,800000,"Dinh Cậu, Sân Bay Phú Quốc, HẢI SẢN DƯƠNG ĐÔNG - QUÁN Di VIEW BIỂN CẦU CẢNG",Không có hạng sao,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul7d6eV4igCTnUns4ezVAfIcooZMSmCVY4KDgtpkFjlRkAlPF-8CW9r4zSxS38QtVm1jiySdKXbJ-X8NYi11qAxuiijk_laDinSoxq_8M-7Pre1mafXTUDNwNOCwojYD.jpg,3.2,"Free Wi-Fi, Outdoor pool, Air conditioning, Pet-friendly, Beach access, Restaurant, Room service, Kitchen in some rooms, Child-friendly"
Kiên Giang,Meta Sea Resort,https://metasearesort.vn/,Không có mô tả,1458000,"đảo Nam Du, Sân Bay Phú Quốc, THE NAM DU HILL",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipNjHRldKBMt-_ueeiswg1URkfj4fmzQulGhGVnz=s10000,3.1,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Kiên Giang,HANZ Sunset Mini Hotel Grand World Phú Quốc,Không có link,Không có mô tả,801741,"Bảo tàng Gấu Teddy, Sân Bay Phú Quốc, Nhà hàng CO OI 꼬어이",Không có hạng sao,https://lh5.googleusercontent.com/p/AF1QipMvsO3HvMjxNNpk1ZLs8On9v-_6z8ptkakif6qz=s10000,3.6,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
